Headlines,Time,Description,cleaned_text,standardized_text,tokens
Cigna CEO on Express Scripts deal: 'This is a broadening of capabilities'," 7:47  PM ET Mon, 19 March 2018",Jim Cramer sits down with Cigna CEO David Cordani to hear the story behind Cigna buying pharmacy benefits manager Express Scripts.,cigna ceo on express scripts deal this is a broadening of capabilities,cigna ceo on express scripts deal this is a broadening of capabilities,"['cigna', 'ceo', 'express', 'scripts', 'deal', 'broadening', 'capabilities']"
Cramer: Etsy is a buy after proving it can stave off Amazon," 7:46  PM ET Mon, 19 March 2018",Jim Cramer comes around on e-commerce platform Etsy following its latest earnings report.,cramer etsy is a buy after proving it can stave off amazon,cramer etsy is a buy after proving it can stave off amazon,"['cramer', 'etsy', 'buy', 'proving', 'stave', 'amazon']"
Cramer's playbook for Wednesday's defining Federal Reserve meeting," 7:46  PM ET Mon, 19 March 2018",Jim Cramer weighs the possible outcomes of Wednesday's Fed meeting and their potential effects on bank stocks.,cramers playbook for wednesdays defining federal reserve meeting,cramers playbook for wednesdays defining federal reserve meeting,"['cramers', 'playbook', 'wednesdays', 'defining', 'federal', 'reserve', 'meeting']"
"January's record highs may have been the market top for 2018, Morgan Stanley says"," 4:39  PM ET Mon, 19 March 2018","Stocks could struggle for the rest of the year to break above January's record levels as volatility picks up and sentiment dwindles, according to Morgan Stanley strategist Mike Wilson.",januarys record highs may have been the market top for morgan stanley says,januarys record highs may have been the market top for morgan stanley says,"['januarys', 'record', 'highs', 'market', 'morgan', 'stanley', 'says']"
,,,,,[]
Cramer Remix: The magic ingredient sending Netflix to new highs," 6:59  PM ET Fri, 16 March 2018","Jim Cramer isn’t chill about the haters of Netflix, and uncovers why Wall Street skeptics missed the massive move on the stock.",cramer remix the magic ingredient sending netflix to new highs,cramer remix the magic ingredient sending netflix to new highs,"['cramer', 'remix', 'magic', 'ingredient', 'sending', 'netflix', 'new', 'highs']"
Cramer's lightning round: I've got too many headaches to invest in a REIT," 7:01  PM ET Fri, 16 March 2018","Jim Cramer zooms through his take on callers' favorite stocks, including a real estate play.",cramers lightning round ive got too many headaches to invest in a reit,cramers lightning round ive got too many headaches to invest in a reit,"['cramers', 'lightning', 'round', 've', 'got', 'headaches', 'invest', 'reit']"
Cramer: Betting against Netflix because of its content is a huge mistake," 7:23  PM ET Fri, 16 March 2018",Jim Cramer bucks the Netflix naysayers who think the streaming giant's spending on content is a reason to sell.,cramer betting against netflix because of its content is a huge mistake,cramer betting against netflix because of its content is a huge mistake,"['cramer', 'betting', 'netflix', 'content', 'huge', 'mistake']"
United Technologies CEO: 'We owe investors an answer' on whether we'll break up the company," 7:21  PM ET Fri, 16 March 2018",Jim Cramer hears from United Technologies CEO Greg Hayes about the potential for a breakup of his massive industrial company.,united technologies ceo we owe investors an answer on whether well break up the company,united technologies ceo we owe investors an answer on whether well break up the company,"['united', 'technologies', 'ceo', 'owe', 'investors', 'answer', 'break', 'company']"
United Technologies CEO: A tit-for-tat tariff battle would be a problem for customers like Boeing," 7:20  PM ET Fri, 16 March 2018","Jim Cramer checks in with United Technologies CEO Greg Hayes, who shares his take on tariffs, trade and the state of the aerospace business.",united technologies ceo a titfortat tariff battle would be a problem for customers like boeing,united technologies ceo a titfortat tariff battle would be a problem for customers like boeing,"['united', 'technologies', 'ceo', 'titfortat', 'tariff', 'battle', 'problem', 'customers', 'like', 'boeing']"
Cramer's game plan: Navigating 2018's new market challenges," 7:20  PM ET Fri, 16 March 2018",Jim Cramer shares his weekly game plan with investors and tells them to stay on their toes in case of upside surprises.,cramers game plan navigating s new market challenges,cramers game plan navigating s new market challenges,"['cramers', 'game', 'plan', 'navigating', 's', 'new', 'market', 'challenges']"
,,,,,[]
Cramer Remix: Wall Street can’t expect help from Washington anymore — it’s so 2017!," 7:00  PM ET Thu, 15 March 2018",Jim Cramer says the market landscape has changed dramatically and warns not to rely on the White House for help.,cramer remix wall street cant expect help from washington anymore its so ,cramer remix wall street cant expect help from washington anymore its so ,"['cramer', 'remix', 'wall', 'street', 'nt', 'expect', 'help', 'washington', 'anymore']"
Cramer's lightning round: Stay out of Radian because housing is slowing," 7:04  PM ET Thu, 15 March 2018","Jim Cramer flies through his take on callers' favorite stocks, including a play on housing.",cramers lightning round stay out of radian because housing is slowing,cramers lightning round stay out of radian because housing is slowing,"['cramers', 'lightning', 'round', 'stay', 'radian', 'housing', 'slowing']"
Our Samsung acquisition opened up a $55 billion market: HP Inc CEO," 7:22  PM ET Thu, 15 March 2018",Jim Cramer sits down with HP Inc. CEO Dion Weisler to gauge the state of the PC and printing markets.,our samsung acquisition opened up a billion market hp inc ceo,our samsung acquisition opened up a billion market hp inc ceo,"['samsung', 'acquisition', 'opened', 'billion', 'market', 'hp', 'inc', 'ceo']"
"Intel CEO bucks Broadcom rumors: 'We're heads down' on Altera, Mobileye acquisitions"," 7:21  PM ET Thu, 15 March 2018","Jim Cramer sits down with Intel CEO Brian Krzanich to discuss developments at Intel, including a recent security flaw and takeover rumors.",intel ceo bucks broadcom rumors were heads down on altera mobileye acquisitions,intel ceo bucks broadcom rumors were heads down on altera mobileye acquisitions,"['intel', 'ceo', 'bucks', 'broadcom', 'rumors', 'heads', 'altera', 'mobileye', 'acquisitions']"
"Cramer: Amazon, Walmart and Target sealed the fate of the toiling Toys R Us"," 7:21  PM ET Thu, 15 March 2018",Jim Cramer explains what drove ailing toy retailer Toys R Us to liquidate its U.S. business.,cramer amazon walmart and target sealed the fate of the toiling toys r us,cramer amazon walmart and target sealed the fate of the toiling toys r us,"['cramer', 'amazon', 'walmart', 'target', 'sealed', 'fate', 'toiling', 'toys', 'r']"
Cramer says Republican-led Dodd-Frank rollback could lead to job cuts," 7:21  PM ET Thu, 15 March 2018",Jim Cramer argues that a recent bipartisan bill to loosen regulations on banks could spur layoffs at financial institutions.,cramer says republicanled doddfrank rollback could lead to job cuts,cramer says republicanled doddfrank rollback could lead to job cuts,"['cramer', 'says', 'republicanled', 'doddfrank', 'rollback', 'lead', 'job', 'cuts']"
Cramer Remix: Blast from the past Akamai is in a sweet spot for buying," 7:01  PM ET Wed, 14 March 2018",Jim Cramer circles back to a formerly red-hot tech stock making a big turnaround.,cramer remix blast from the past akamai is in a sweet spot for buying,cramer remix blast from the past akamai is in a sweet spot for buying,"['cramer', 'remix', 'blast', 'past', 'akamai', 'sweet', 'spot', 'buying']"
Cramer's lightning round: Hidden giant Cintas is one of my favorite stocks," 7:05  PM ET Wed, 14 March 2018","Jim Cramer rattles off his take on callers' favorite stocks, including that of a massive uniform manufacturer.",cramers lightning round hidden giant cintas is one of my favorite stocks,cramers lightning round hidden giant cintas is one of my favorite stocks,"['cramers', 'lightning', 'round', 'hidden', 'giant', 'cintas', 'favorite', 'stocks']"
New SoFi CEO Anthony Noto on the 3 things his fintech company must do to outpace competition," 7:20  PM ET Wed, 14 March 2018",Jim Cramer interviews SoFi CEO Anthony Noto about his new role at the financial technology company and the allegations against SoFi's former CEO.,new sofi ceo anthony noto on the things his fintech company must do to outpace competition,new sofi ceo anthony noto on the things his fintech company must do to outpace competition,"['new', 'sofi', 'ceo', 'anthony', 'noto', 'things', 'fintech', 'company', 'outpace', 'competition']"
"Scared of recession, millennials are using Venmo to watch their money: PayPal CEO"," 8:11  PM ET Wed, 14 March 2018",Jim Cramer sits down with PayPal CEO Dan Schulman to discuss how younger generations are embracing his company's peer-to-peer payment product.,scared of recession millennials are using venmo to watch their money paypal ceo,scared of recession millennials are using venmo to watch their money paypal ceo,"['scared', 'recession', 'millennials', 'venmo', 'watch', 'money', 'paypal', 'ceo']"
PayPal CEO sees international potential as countries like India skip over legacy fintech," 7:19  PM ET Wed, 14 March 2018",Jim Cramer sits down with PayPal CEO Dan Schulman for insights into the international payment processing landscape.,paypal ceo sees international potential as countries like india skip over legacy fintech,paypal ceo sees international potential as countries like india skip over legacy fintech,"['paypal', 'ceo', 'sees', 'international', 'potential', 'countries', 'like', 'india', 'skip', 'legacy', 'fintech']"
"Cramer: At Trump's side, Larry Kudlow will be great for the stock market"," 7:15  AM ET Thu, 15 March 2018",Jim Cramer defends his longtime friend and colleague Larry Kudlow's appointment as President Donald Trump's top economic advisor.,cramer at trumps side larry kudlow will be great for the stock market,cramer at trumps side larry kudlow will be great for the stock market,"['cramer', 'trumps', 'larry', 'kudlow', 'great', 'stock', 'market']"
Cramer Remix: How to build a Washington-proof portfolio," 6:59  PM ET Tue, 13 March 2018",Jim Cramer reiterates one of his tried-and-true investing concepts and explains how to stay steady amid changes in Washington.,cramer remix how to build a washingtonproof portfolio,cramer remix how to build a washingtonproof portfolio,"['cramer', 'remix', 'build', 'washingtonproof', 'portfolio']"
Twitter CFO: We're creating a subscription product for businesses to advertise on Twitter," 7:27  PM ET Tue, 13 March 2018","Jim Cramer sits down with Twitter CFO Ned Segal, who explains how the social media platform is building out its business-facing capabilities.",twitter cfo were creating a subscription product for businesses to advertise on twitter,twitter cfo were creating a subscription product for businesses to advertise on twitter,"['twitter', 'cfo', 'creating', 'subscription', 'product', 'businesses', 'advertise', 'twitter']"
,,,,,[]
Cramer's lightning round: Investing in Disney requires patience," 7:05  PM ET Tue, 13 March 2018","Jim Cramer shares his take on callers' favorite stocks, including an entertainment play on a slow-and-steady climb.",cramers lightning round investing in disney requires patience,cramers lightning round investing in disney requires patience,"['cramers', 'lightning', 'round', 'investing', 'disney', 'requires', 'patience']"
